時間(秒),総合COP左右X(cm),総合COP前後Y(cm),左プレートCOP左右X(cm),左プレートCOP前後Y(cm),左荷重(kgf),右プレートCOP左右X(cm),右プレートCOP前後Y(cm),右荷重(kgf)
3.22,-2.229,-7.21,-20.336,-7.008,24.859,17.091,-7.426,23.297
3.23,-2.228,-7.23,-20.355,-7.046,24.829,17.091,-7.426,23.297
3.24,-2.224,-7.241,-20.355,-7.046,24.829,17.075,-7.448,23.326
3.25,-2.224,-7.241,-20.355,-7.046,24.829,17.075,-7.448,23.326
3.26,-2.214,-7.253,-20.336,-7.067,24.859,17.082,-7.452,23.346
3.27,-2.202,-7.259,-20.336,-7.067,24.859,17.084,-7.463,23.375
3.28,-2.201,-7.279,-20.355,-7.105,24.829,17.084,-7.463,23.375
3.29,-2.223,-7.299,-20.336,-7.126,24.859,17.064,-7.483,23.346
3.3,-2.214,-7.304,-20.336,-7.126,24.859,17.082,-7.494,23.346
3.31,-2.216,-7.311,-20.336,-7.126,24.859,17.087,-7.507,23.336
3.32,-2.226,-7.312,-20.336,-7.126,24.859,17.075,-7.51,23.326
3.33,-2.226,-7.312,-20.336,-7.126,24.859,17.075,-7.51,23.326
3.34,-2.226,-7.322,-20.349,-7.151,24.839,17.08,-7.503,23.317
3.35,-2.226,-7.328,-20.355,-7.164,24.829,17.08,-7.503,23.317
3.36,-2.224,-7.332,-20.355,-7.164,24.829,17.075,-7.51,23.326
3.37,-2.224,-7.332,-20.355,-7.164,24.829,17.075,-7.51,23.326
3.38,-2.226,-7.343,-20.336,-7.185,24.859,17.075,-7.51,23.326
3.39,-2.221,-7.36,-20.343,-7.198,24.849,17.058,-7.532,23.356
3.4,-2.222,-7.384,-20.336,-7.244,24.859,17.058,-7.532,23.356
3.41,-2.223,-7.41,-20.336,-7.244,24.859,17.064,-7.588,23.346
3.42,-2.222,-7.421,-20.323,-7.258,24.878,17.058,-7.595,23.356
3.43,-2.223,-7.425,-20.317,-7.265,24.888,17.058,-7.595,23.356
3.44,-2.223,-7.425,-20.317,-7.265,24.888,17.058,-7.595,23.356
3.45,-2.241,-7.425,-20.332,-7.266,24.917,17.058,-7.595,23.356
3.46,-2.241,-7.425,-20.332,-7.266,24.917,17.058,-7.595,23.356
3.47,-2.242,-7.428,-20.338,-7.259,24.908,17.064,-7.609,23.346
3.48,-2.225,-7.418,-20.317,-7.265,24.888,17.069,-7.581,23.336
3.49,-2.238,-7.422,-20.317,-7.265,24.888,17.067,-7.59,23.307
3.5,-2.258,-7.425,-20.317,-7.265,24.888,17.042,-7.596,23.287
3.51,-2.263,-7.417,-20.336,-7.244,24.859,17.069,-7.602,23.239
3.52,-2.267,-7.406,-20.336,-7.244,24.859,17.086,-7.58,23.209
3.53,-2.239,-7.42,-20.323,-7.271,24.8,17.086,-7.58,23.209
3.54,-2.239,-7.43,-20.323,-7.29,24.8,17.086,-7.58,23.209
3.55,-2.248,-7.429,-20.334,-7.288,24.81,17.086,-7.58,23.209
3.56,-2.262,-7.437,-20.355,-7.282,24.829,17.069,-7.602,23.239
3.57,-2.263,-7.447,-20.336,-7.303,24.859,17.069,-7.602,23.239
3.58,-2.269,-7.456,-20.347,-7.3,24.868,17.053,-7.624,23.268
3.59,-2.256,-7.453,-20.336,-7.29,24.937,17.08,-7.629,23.317
3.6,-2.255,-7.45,-20.33,-7.277,24.947,17.075,-7.636,23.326
3.61,-2.255,-7.45,-20.33,-7.277,24.947,17.075,-7.636,23.326
3.62,-2.254,-7.461,-20.336,-7.29,24.937,17.069,-7.643,23.336
3.63,-2.253,-7.453,-20.349,-7.276,24.917,17.069,-7.643,23.336
3.64,-2.235,-7.449,-20.334,-7.275,24.888,17.075,-7.636,23.326
3.65,-2.225,-7.457,-20.349,-7.289,24.839,17.075,-7.636,23.326
3.66,-2.234,-7.455,-20.355,-7.282,24.829,17.062,-7.639,23.317
3.67,-2.22,-7.454,-20.323,-7.29,24.8,17.06,-7.628,23.287
3.68,-2.198,-7.454,-20.323,-7.29,24.8,17.08,-7.629,23.317
3.69,-2.197,-7.458,-20.323,-7.29,24.8,17.075,-7.636,23.326
3.7,-2.196,-7.478,-20.343,-7.329,24.771,17.075,-7.636,23.326
3.71,-2.194,-7.492,-20.33,-7.343,24.79,17.064,-7.651,23.346
3.72,-2.221,-7.494,-20.355,-7.341,24.829,17.058,-7.658,23.356
3.73,-2.188,-7.511,-20.336,-7.362,24.859,17.08,-7.67,23.414
3.74,-2.188,-7.511,-20.336,-7.362,24.859,17.08,-7.67,23.414
3.75,-2.188,-7.511,-20.336,-7.362,24.859,17.08,-7.67,23.414
3.76,-2.188,-7.511,-20.336,-7.362,24.859,17.08,-7.67,23.414
3.77,-2.207,-7.507,-20.349,-7.348,24.839,17.055,-7.676,23.395
3.78,-2.193,-7.499,-20.323,-7.349,24.8,17.058,-7.658,23.356
3.79,-2.192,-7.488,-20.343,-7.329,24.771,17.058,-7.658,23.356
3.8,-2.196,-7.478,-20.343,-7.329,24.771,17.075,-7.636,23.326
3.81,-2.196,-7.478,-20.343,-7.329,24.771,17.075,-7.636,23.326
3.82,-2.196,-7.478,-20.343,-7.329,24.771,17.075,-7.636,23.326
3.83,-2.192,-7.488,-20.343,-7.329,24.771,17.058,-7.658,23.356
3.84,-2.192,-7.488,-20.343,-7.329,24.771,17.058,-7.658,23.356
3.85,-2.159,-7.505,-20.323,-7.349,24.8,17.08,-7.67,23.414
3.86,-2.197,-7.502,-20.355,-7.341,24.829,17.067,-7.673,23.404
3.87,-2.188,-7.511,-20.336,-7.362,24.859,17.08,-7.67,23.414
3.88,-2.188,-7.511,-20.336,-7.362,24.859,17.08,-7.67,23.414
3.89,-2.208,-7.514,-20.336,-7.362,24.859,17.055,-7.676,23.395
3.9,-2.208,-7.514,-20.336,-7.362,24.859,17.055,-7.676,23.395
3.91,-2.222,-7.505,-20.336,-7.362,24.859,17.058,-7.658,23.356
3.92,-2.213,-7.507,-20.326,-7.364,24.849,17.058,-7.658,23.356
3.93,-2.205,-7.515,-20.315,-7.367,24.839,17.064,-7.671,23.346
3.94,-2.209,-7.524,-20.315,-7.367,24.839,17.08,-7.692,23.317
3.95,-2.219,-7.519,-20.326,-7.364,24.849,17.086,-7.684,23.307
3.96,-2.229,-7.514,-20.336,-7.362,24.859,17.091,-7.677,23.297
3.97,-2.247,-7.538,-20.33,-7.388,24.868,17.055,-7.698,23.297
3.98,-2.248,-7.542,-20.323,-7.395,24.878,17.055,-7.698,23.297
3.99,-2.238,-7.54,-20.323,-7.395,24.878,17.067,-7.695,23.307
4,-2.288,-7.559,-20.342,-7.42,24.927,17.053,-7.708,23.268
4.01,-2.29,-7.575,-20.342,-7.42,24.927,17.058,-7.742,23.258
4.02,-2.291,-7.579,-20.349,-7.432,24.917,17.064,-7.735,23.248
4.03,-2.294,-7.566,-20.311,-7.415,24.976,17.069,-7.728,23.239
4.04,-2.293,-7.579,-20.323,-7.44,24.956,17.069,-7.728,23.239
4.05,-2.294,-7.572,-20.317,-7.428,24.966,17.069,-7.728,23.239
4.06,-2.293,-7.575,-20.33,-7.433,24.947,17.069,-7.728,23.239
4.07,-2.293,-7.572,-20.336,-7.427,24.937,17.069,-7.728,23.239
4.08,-2.293,-7.582,-20.336,-7.446,24.937,17.069,-7.728,23.239
4.09,-2.292,-7.575,-20.349,-7.432,24.917,17.069,-7.728,23.239
4.1,-2.292,-7.568,-20.342,-7.42,24.927,17.069,-7.728,23.239
4.11,-2.293,-7.572,-20.336,-7.427,24.937,17.069,-7.728,23.239
4.12,-2.294,-7.572,-20.317,-7.428,24.966,17.069,-7.728,23.239
4.13,-2.293,-7.579,-20.323,-7.44,24.956,17.069,-7.728,23.239
4.14,-2.293,-7.586,-20.33,-7.453,24.947,17.069,-7.728,23.239
4.15,-2.291,-7.586,-20.323,-7.44,24.956,17.058,-7.742,23.258
4.16,-2.299,-7.588,-20.334,-7.437,24.966,17.053,-7.75,23.268
4.17,-2.284,-7.597,-20.338,-7.441,24.986,17.062,-7.765,23.317
4.18,-2.283,-7.605,-20.349,-7.458,24.995,17.075,-7.762,23.326
4.19,-2.264,-7.601,-20.34,-7.45,24.956,17.075,-7.762,23.326
4.2,-2.289,-7.596,-20.33,-7.453,24.947,17.053,-7.75,23.268
4.21,-2.292,-7.575,-20.349,-7.432,24.917,17.069,-7.728,23.239
4.22,-2.302,-7.577,-20.349,-7.432,24.917,17.057,-7.731,23.229
4.23,-2.299,-7.574,-20.317,-7.441,24.888,17.047,-7.716,23.18
4.24,-2.302,-7.607,-20.33,-7.467,24.868,17.064,-7.757,23.151
4.25,-2.3,-7.603,-20.355,-7.459,24.829,17.064,-7.757,23.151
4.26,-2.273,-7.607,-20.323,-7.468,24.8,17.064,-7.757,23.151
4.27,-2.278,-7.616,-20.334,-7.465,24.81,17.047,-7.779,23.18
4.28,-2.283,-7.629,-20.343,-7.473,24.849,17.044,-7.797,23.219
4.29,-2.26,-7.634,-20.33,-7.467,24.868,17.053,-7.813,23.268
4.3,-2.262,-7.61,-20.349,-7.432,24.917,17.051,-7.8,23.336
4.31,-2.248,-7.609,-20.349,-7.432,24.917,17.048,-7.797,23.375
4.32,-2.247,-7.62,-20.336,-7.446,24.937,17.042,-7.805,23.385
4.33,-2.247,-7.616,-20.342,-7.439,24.927,17.042,-7.805,23.385
4.34,-2.227,-7.613,-20.338,-7.435,24.908,17.055,-7.801,23.395
4.35,-2.219,-7.617,-20.317,-7.441,24.888,17.042,-7.805,23.385
4.36,-2.221,-7.607,-20.323,-7.434,24.878,17.053,-7.79,23.365
4.37,-2.203,-7.599,-20.315,-7.426,24.839,17.058,-7.783,23.356
4.38,-2.194,-7.587,-20.323,-7.409,24.8,17.064,-7.776,23.346
4.39,-2.193,-7.59,-20.323,-7.409,24.8,17.058,-7.783,23.356
4.4,-2.193,-7.59,-20.323,-7.409,24.8,17.058,-7.783,23.356
4.41,-2.193,-7.59,-20.323,-7.409,24.8,17.058,-7.783,23.356
4.42,-2.189,-7.607,-20.33,-7.421,24.79,17.042,-7.805,23.385
4.43,-2.189,-7.614,-20.336,-7.434,24.781,17.042,-7.805,23.385
4.44,-2.165,-7.632,-20.336,-7.454,24.781,17.051,-7.82,23.434
4.45,-2.155,-7.637,-20.323,-7.468,24.8,17.064,-7.816,23.444
4.46,-2.154,-7.641,-20.323,-7.468,24.8,17.058,-7.824,23.453
4.47,-2.155,-7.637,-20.323,-7.468,24.8,17.064,-7.816,23.444
4.48,-2.155,-7.637,-20.323,-7.468,24.8,17.064,-7.816,23.444
4.49,-2.166,-7.634,-20.321,-7.453,24.751,17.026,-7.826,23.414
4.5,-2.147,-7.634,-20.311,-7.456,24.742,17.039,-7.823,23.424
4.51,-2.157,-7.652,-20.33,-7.494,24.712,17.031,-7.819,23.404
4.52,-2.157,-7.652,-20.33,-7.494,24.712,17.031,-7.819,23.404
4.53,-2.158,-7.669,-20.33,-7.494,24.712,17.037,-7.854,23.395
4.54,-2.16,-7.676,-20.33,-7.494,24.712,17.042,-7.867,23.385
4.55,-2.159,-7.69,-20.311,-7.515,24.742,17.037,-7.874,23.395
4.56,-2.147,-7.695,-20.311,-7.515,24.742,17.039,-7.885,23.424
4.57,-2.147,-7.699,-20.309,-7.526,24.771,17.051,-7.882,23.434
4.58,-2.176,-7.701,-20.323,-7.527,24.8,17.039,-7.885,23.424
4.59,-2.176,-7.701,-20.323,-7.527,24.8,17.039,-7.885,23.424
4.6,-2.184,-7.706,-20.323,-7.527,24.8,17.021,-7.896,23.424
4.61,-2.185,-7.716,-20.336,-7.552,24.781,17.026,-7.889,23.414
4.62,-2.188,-7.716,-20.323,-7.527,24.8,17.037,-7.916,23.395
4.63,-2.186,-7.722,-20.336,-7.552,24.781,17.031,-7.902,23.404
4.64,-2.186,-7.702,-20.323,-7.527,24.8,17.026,-7.889,23.414
4.65,-2.188,-7.695,-20.323,-7.527,24.8,17.037,-7.874,23.395
4.66,-2.189,-7.692,-20.323,-7.527,24.8,17.042,-7.867,23.385
4.67,-2.189,-7.692,-20.323,-7.527,24.8,17.042,-7.867,23.385
4.68,-2.193,-7.681,-20.323,-7.527,24.8,17.058,-7.846,23.356
4.69,-2.194,-7.685,-20.317,-7.533,24.81,17.058,-7.846,23.356
4.7,-2.214,-7.695,-20.304,-7.547,24.829,17.033,-7.852,23.336
4.71,-2.233,-7.692,-20.326,-7.541,24.849,17.033,-7.852,23.336
4.72,-2.252,-7.716,-20.33,-7.584,24.868,17.02,-7.856,23.326
4.73,-2.256,-7.742,-20.336,-7.597,24.859,17.037,-7.897,23.297
4.74,-2.257,-7.753,-20.317,-7.618,24.888,17.037,-7.897,23.297
4.75,-2.257,-7.753,-20.317,-7.618,24.888,17.037,-7.897,23.297
4.76,-2.284,-7.748,-20.349,-7.609,24.917,17.037,-7.897,23.297
4.77,-2.284,-7.748,-20.349,-7.609,24.917,17.037,-7.897,23.297
4.78,-2.285,-7.751,-20.338,-7.612,24.908,17.024,-7.9,23.287
4.79,-2.272,-7.758,-20.308,-7.635,24.927,17.058,-7.889,23.258
4.8,-2.312,-7.764,-20.33,-7.629,24.947,17.038,-7.91,23.229
4.81,-2.319,-7.746,-20.342,-7.616,24.927,17.015,-7.885,23.239
4.82,-2.321,-7.759,-20.342,-7.616,24.927,17.026,-7.913,23.219
4.83,-2.28,-7.75,-20.319,-7.632,24.937,17.053,-7.875,23.268
4.84,-2.288,-7.751,-20.33,-7.629,24.947,17.048,-7.883,23.278
4.85,-2.284,-7.778,-20.349,-7.667,24.917,17.037,-7.897,23.297
4.86,-2.284,-7.778,-20.349,-7.667,24.917,17.037,-7.897,23.297
4.87,-2.281,-7.799,-20.33,-7.688,24.947,17.02,-7.918,23.326
4.88,-2.27,-7.801,-20.33,-7.688,24.947,17.028,-7.922,23.346
4.89,-2.25,-7.818,-20.33,-7.688,24.947,17.053,-7.957,23.365
4.9,-2.281,-7.83,-20.33,-7.688,24.947,17.02,-7.981,23.326
4.91,-2.256,-7.82,-20.311,-7.683,24.898,17.031,-7.967,23.307
4.92,-2.258,-7.827,-20.323,-7.689,24.878,17.042,-7.974,23.287
4.93,-2.242,-7.85,-20.309,-7.708,24.849,17.053,-8.001,23.268
4.94,-2.263,-7.842,-20.317,-7.691,24.81,17.02,-8.004,23.229
4.95,-2.265,-7.842,-20.323,-7.704,24.8,17.031,-7.99,23.209
4.96,-2.264,-7.832,-20.343,-7.683,24.771,17.031,-7.99,23.209
4.97,-2.264,-7.832,-20.343,-7.683,24.771,17.031,-7.99,23.209
4.98,-2.264,-7.835,-20.336,-7.69,24.781,17.031,-7.99,23.209
4.99,-2.23,-7.807,-20.311,-7.678,24.82,17.048,-7.945,23.278
5,-2.228,-7.808,-20.304,-7.665,24.829,17.037,-7.96,23.297
5.01,-2.243,-7.815,-20.326,-7.659,24.849,17.02,-7.981,23.326
5.02,-2.222,-7.823,-20.317,-7.676,24.888,17.053,-7.978,23.365
5.03,-2.216,-7.813,-20.323,-7.67,24.878,17.031,-7.965,23.404
5.04,-2.215,-7.806,-20.323,-7.67,24.878,17.026,-7.951,23.414
5.05,-2.214,-7.803,-20.33,-7.663,24.868,17.026,-7.951,23.414
5.06,-2.214,-7.799,-20.336,-7.656,24.859,17.026,-7.951,23.414
5.07,-2.214,-7.799,-20.336,-7.656,24.859,17.026,-7.951,23.414
5.08,-2.199,-7.788,-20.321,-7.655,24.829,17.042,-7.93,23.385
5.09,-2.191,-7.78,-20.323,-7.645,24.8,17.048,-7.923,23.375
5.1,-2.193,-7.773,-20.323,-7.645,24.8,17.058,-7.908,23.356
5.11,-2.193,-7.773,-20.323,-7.645,24.8,17.058,-7.908,23.356
5.12,-2.192,-7.762,-20.343,-7.624,24.771,17.058,-7.908,23.356
5.13,-2.202,-7.764,-20.343,-7.624,24.771,17.046,-7.912,23.346
5.14,-2.193,-7.773,-20.323,-7.645,24.8,17.058,-7.908,23.356
5.15,-2.189,-7.783,-20.323,-7.645,24.8,17.042,-7.93,23.385
5.16,-2.209,-7.79,-20.326,-7.659,24.849,17.042,-7.93,23.385
5.17,-2.209,-7.79,-20.326,-7.659,24.849,17.042,-7.93,23.385
5.18,-2.188,-7.8,-20.304,-7.665,24.829,17.031,-7.944,23.404
5.19,-2.189,-7.783,-20.323,-7.645,24.8,17.042,-7.93,23.385
5.2,-2.189,-7.783,-20.323,-7.645,24.8,17.042,-7.93,23.385
5.21,-2.189,-7.783,-20.323,-7.645,24.8,17.042,-7.93,23.385
5.22,-2.189,-7.783,-20.323,-7.645,24.8,17.042,-7.93,23.385
5.23,-2.189,-7.783,-20.323,-7.645,24.8,17.042,-7.93,23.385
5.24,-2.189,-7.796,-20.336,-7.67,24.781,17.042,-7.93,23.385
5.25,-2.191,-7.816,-20.343,-7.683,24.771,17.053,-7.957,23.365
5.26,-2.192,-7.823,-20.343,-7.683,24.771,17.058,-7.971,23.356
5.27,-2.194,-7.806,-20.317,-7.651,24.81,17.058,-7.971,23.356
5.28,-2.192,-7.826,-20.336,-7.69,24.781,17.058,-7.971,23.356
5.29,-2.192,-7.83,-20.317,-7.691,24.81,17.053,-7.978,23.365
5.3,-2.191,-7.834,-20.317,-7.691,24.81,17.048,-7.985,23.375
5.31,-2.19,-7.824,-20.304,-7.665,24.829,17.042,-7.992,23.385
5.32,-2.19,-7.824,-20.304,-7.665,24.829,17.042,-7.992,23.385
5.33,-2.19,-7.82,-20.311,-7.658,24.82,17.042,-7.992,23.385
5.34,-2.192,-7.82,-20.304,-7.665,24.829,17.048,-7.985,23.375
5.35,-2.19,-7.824,-20.304,-7.665,24.829,17.042,-7.992,23.385
5.36,-2.194,-7.813,-20.304,-7.665,24.829,17.058,-7.971,23.356
5.37,-2.194,-7.81,-20.311,-7.658,24.82,17.058,-7.971,23.356
5.38,-2.192,-7.78,-20.317,-7.651,24.81,17.053,-7.916,23.365
5.39,-2.193,-7.773,-20.323,-7.645,24.8,17.058,-7.908,23.356
5.4,-2.193,-7.773,-20.323,-7.645,24.8,17.058,-7.908,23.356
5.41,-2.214,-7.773,-20.328,-7.648,24.82,17.051,-7.905,23.336
5.42,-2.222,-7.778,-20.336,-7.656,24.859,17.058,-7.908,23.356
5.43,-2.222,-7.778,-20.336,-7.656,24.859,17.058,-7.908,23.356
5.44,-2.222,-7.778,-20.336,-7.656,24.859,17.058,-7.908,23.356
5.45,-2.22,-7.782,-20.336,-7.656,24.859,17.053,-7.916,23.365
5.46,-2.22,-7.782,-20.336,-7.656,24.859,17.053,-7.916,23.365
5.47,-2.222,-7.788,-20.336,-7.656,24.859,17.058,-7.929,23.356
5.48,-2.254,-7.796,-20.336,-7.656,24.859,17.031,-7.946,23.307
5.49,-2.246,-7.801,-20.336,-7.656,24.859,17.049,-7.956,23.307
5.5,-2.256,-7.803,-20.336,-7.656,24.859,17.037,-7.96,23.297
5.51,-2.256,-7.803,-20.336,-7.656,24.859,17.037,-7.96,23.297
5.52,-2.252,-7.817,-20.33,-7.663,24.868,17.02,-7.981,23.326
5.53,-2.232,-7.814,-20.33,-7.663,24.868,17.046,-7.974,23.346
5.54,-2.219,-7.816,-20.336,-7.656,24.859,17.048,-7.985,23.375
5.55,-2.222,-7.802,-20.33,-7.643,24.868,17.058,-7.971,23.356
5.56,-2.223,-7.789,-20.317,-7.618,24.888,17.058,-7.971,23.356
5.57,-2.244,-7.788,-20.317,-7.618,24.888,17.038,-7.971,23.326
5.58,-2.257,-7.783,-20.317,-7.618,24.888,17.037,-7.96,23.297
5.59,-2.257,-7.783,-20.317,-7.618,24.888,17.037,-7.96,23.297
5.6,-2.257,-7.783,-20.317,-7.618,24.888,17.037,-7.96,23.297
5.61,-2.266,-7.781,-20.328,-7.615,24.898,17.037,-7.96,23.297
5.62,-2.257,-7.763,-20.317,-7.618,24.888,17.037,-7.918,23.297
5.63,-2.256,-7.746,-20.33,-7.604,24.868,17.037,-7.897,23.297
5.64,-2.265,-7.741,-20.347,-7.594,24.868,17.037,-7.897,23.297
5.65,-2.288,-7.717,-20.349,-7.57,24.917,17.053,-7.875,23.268
5.66,-2.283,-7.698,-20.338,-7.553,24.908,17.069,-7.854,23.239
5.67,-2.296,-7.699,-20.323,-7.552,24.878,17.037,-7.857,23.2
5.68,-2.298,-7.685,-20.336,-7.538,24.859,17.047,-7.842,23.18
5.69,-2.298,-7.685,-20.336,-7.538,24.859,17.047,-7.842,23.18
5.7,-2.308,-7.663,-20.328,-7.497,24.898,17.047,-7.842,23.18
5.71,-2.323,-7.647,-20.336,-7.505,24.937,17.031,-7.801,23.209
5.72,-2.303,-7.648,-20.33,-7.512,24.947,17.057,-7.794,23.229
5.73,-2.293,-7.646,-20.33,-7.512,24.947,17.069,-7.791,23.239
5.74,-2.293,-7.643,-20.336,-7.505,24.937,17.069,-7.791,23.239
5.75,-2.29,-7.646,-20.342,-7.498,24.927,17.058,-7.805,23.258
5.76,-2.287,-7.627,-20.336,-7.466,24.937,17.048,-7.799,23.278
5.77,-2.265,-7.604,-20.33,-7.453,24.947,17.062,-7.765,23.317
5.78,-2.255,-7.602,-20.33,-7.453,24.947,17.075,-7.762,23.326
5.79,-2.255,-7.602,-20.33,-7.453,24.947,17.075,-7.762,23.326
5.8,-2.254,-7.592,-20.349,-7.432,24.917,17.075,-7.762,23.326
5.81,-2.259,-7.584,-20.334,-7.431,24.888,17.066,-7.746,23.278
5.82,-2.239,-7.577,-20.336,-7.42,24.859,17.078,-7.743,23.287
5.83,-2.249,-7.578,-20.336,-7.42,24.859,17.066,-7.746,23.278
5.84,-2.228,-7.564,-20.355,-7.4,24.829,17.091,-7.74,23.297
5.85,-2.228,-7.545,-20.343,-7.374,24.849,17.086,-7.726,23.307
5.86,-2.226,-7.525,-20.336,-7.362,24.859,17.075,-7.699,23.326
5.87,-2.224,-7.528,-20.336,-7.362,24.859,17.069,-7.706,23.336
5.88,-2.224,-7.528,-20.336,-7.362,24.859,17.069,-7.706,23.336
5.89,-2.21,-7.504,-20.343,-7.355,24.849,17.066,-7.662,23.375
5.9,-2.201,-7.478,-20.343,-7.315,24.849,17.084,-7.651,23.375
5.91,-2.192,-7.47,-20.336,-7.303,24.859,17.096,-7.648,23.385
5.92,-2.204,-7.45,-20.355,-7.282,24.829,17.1,-7.63,23.346
5.93,-2.205,-7.45,-20.351,-7.278,24.81,17.087,-7.633,23.336
5.94,-2.186,-7.446,-20.343,-7.27,24.771,17.087,-7.633,23.336
5.95,-2.174,-7.387,-20.343,-7.21,24.771,17.095,-7.574,23.356
5.96,-2.166,-7.382,-20.343,-7.21,24.771,17.113,-7.564,23.356
5.97,-2.164,-7.375,-20.343,-7.21,24.771,17.107,-7.55,23.365
5.98,-2.159,-7.369,-20.343,-7.21,24.771,17.085,-7.538,23.404
5.99,-2.158,-7.373,-20.343,-7.21,24.771,17.08,-7.545,23.414
6,-2.151,-7.364,-20.343,-7.21,24.771,17.104,-7.527,23.404
6.01,-2.147,-7.344,-20.355,-7.196,24.751,17.093,-7.5,23.424
6.02,-2.158,-7.339,-20.349,-7.203,24.761,17.08,-7.482,23.414
6.03,-2.148,-7.341,-20.343,-7.21,24.771,17.093,-7.479,23.424
6.04,-2.161,-7.328,-20.349,-7.203,24.761,17.096,-7.46,23.385
6.05,-2.162,-7.332,-20.343,-7.21,24.771,17.096,-7.46,23.385
6.06,-2.158,-7.298,-20.349,-7.184,24.761,17.08,-7.42,23.414
6.07,-2.157,-7.295,-20.355,-7.177,24.751,17.08,-7.42,23.414
6.08,-2.159,-7.291,-20.355,-7.177,24.751,17.085,-7.412,23.404
6.09,-2.161,-7.278,-20.336,-7.158,24.781,17.091,-7.405,23.395
6.1,-2.171,-7.28,-20.353,-7.168,24.781,17.096,-7.398,23.385
6.11,-2.163,-7.288,-20.33,-7.185,24.79,17.096,-7.398,23.385
6.12,-2.19,-7.277,-20.355,-7.164,24.829,17.096,-7.398,23.385
6.13,-2.19,-7.277,-20.355,-7.164,24.829,17.096,-7.398,23.385
6.14,-2.192,-7.274,-20.355,-7.164,24.829,17.102,-7.39,23.375
6.15,-2.204,-7.268,-20.355,-7.164,24.829,17.1,-7.379,23.346
6.16,-2.214,-7.27,-20.355,-7.164,24.829,17.087,-7.382,23.336
6.17,-2.226,-7.278,-20.355,-7.164,24.829,17.08,-7.398,23.317
6.18,-2.224,-7.271,-20.355,-7.164,24.829,17.075,-7.385,23.326
6.19,-2.228,-7.291,-20.355,-7.164,24.829,17.091,-7.426,23.297
6.2,-2.229,-7.301,-20.336,-7.185,24.859,17.091,-7.426,23.297
6.21,-2.248,-7.298,-20.357,-7.179,24.878,17.091,-7.426,23.297
6.22,-2.255,-7.307,-20.374,-7.189,24.878,17.086,-7.433,23.307
6.23,-2.244,-7.319,-20.357,-7.199,24.878,17.075,-7.448,23.326
6.24,-2.243,-7.336,-20.364,-7.231,24.868,17.075,-7.448,23.326
6.25,-2.203,-7.336,-20.349,-7.23,24.839,17.095,-7.449,23.356
6.26,-2.19,-7.338,-20.355,-7.223,24.829,17.096,-7.46,23.385
6.27,-2.19,-7.338,-20.355,-7.223,24.829,17.096,-7.46,23.385
6.28,-2.191,-7.342,-20.349,-7.23,24.839,17.096,-7.46,23.385
6.29,-2.193,-7.331,-20.355,-7.223,24.829,17.107,-7.446,23.365
6.3,-2.194,-7.327,-20.355,-7.223,24.829,17.113,-7.438,23.356
6.31,-2.191,-7.342,-20.349,-7.23,24.839,17.096,-7.46,23.385
6.32,-2.21,-7.319,-20.351,-7.186,24.888,17.096,-7.46,23.385
6.33,-2.191,-7.325,-20.343,-7.198,24.849,17.096,-7.46,23.385
6.34,-2.195,-7.308,-20.336,-7.185,24.859,17.113,-7.438,23.356
6.35,-2.204,-7.305,-20.362,-7.177,24.82,17.1,-7.441,23.346
6.36,-2.214,-7.3,-20.355,-7.164,24.829,17.087,-7.445,23.336
6.37,-2.219,-7.292,-20.345,-7.167,24.82,17.091,-7.426,23.297
6.38,-2.201,-7.295,-20.323,-7.172,24.8,17.091,-7.426,23.297
6.39,-2.204,-7.297,-20.349,-7.184,24.761,17.113,-7.417,23.258
6.4,-2.205,-7.31,-20.355,-7.196,24.751,17.118,-7.431,23.248
6.41,-2.206,-7.301,-20.323,-7.172,24.8,17.113,-7.438,23.258
6.42,-2.228,-7.291,-20.355,-7.164,24.829,17.091,-7.426,23.297
6.43,-2.229,-7.301,-20.336,-7.185,24.859,17.091,-7.426,23.297
6.44,-2.224,-7.306,-20.357,-7.179,24.878,17.1,-7.441,23.346
6.45,-2.223,-7.303,-20.368,-7.176,24.888,17.113,-7.438,23.356
6.46,-2.223,-7.303,-20.368,-7.176,24.888,17.113,-7.438,23.356
6.47,-2.223,-7.303,-20.368,-7.176,24.888,17.113,-7.438,23.356
6.48,-2.233,-7.308,-20.362,-7.183,24.898,17.1,-7.441,23.346
6.49,-2.258,-7.308,-20.349,-7.197,24.917,17.091,-7.426,23.297
6.5,-2.258,-7.304,-20.355,-7.19,24.908,17.091,-7.426,23.297
6.51,-2.261,-7.286,-20.368,-7.176,24.888,17.107,-7.404,23.268
6.52,-2.271,-7.288,-20.368,-7.176,24.888,17.095,-7.407,23.258
6.53,-2.261,-7.286,-20.368,-7.176,24.888,17.107,-7.404,23.268
6.54,-2.259,-7.29,-20.368,-7.176,24.888,17.102,-7.411,23.278
6.55,-2.257,-7.297,-20.368,-7.176,24.888,17.091,-7.426,23.297
6.56,-2.254,-7.304,-20.368,-7.176,24.888,17.08,-7.44,23.317
6.57,-2.253,-7.311,-20.362,-7.183,24.898,17.075,-7.448,23.326
6.58,-2.25,-7.329,-20.349,-7.197,24.917,17.058,-7.47,23.356
6.59,-2.234,-7.346,-20.349,-7.197,24.917,17.1,-7.504,23.346
6.6,-2.234,-7.346,-20.349,-7.197,24.917,17.1,-7.504,23.346
